,User ID,Name,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Favorite Genres,Devices Used,Engagement Metrics,Customer Support Interactions
2093,2094,Nicole Buck,1995-12-17,Male,Lake Saraton,2024-01-12,2025-01-11,Monthly,Amex,Manual,Frequent,Romance,Tablet,Low,0
2094,2095,Nicole Ellis,1947-10-29,Female,New Brittanyberg,2024-02-21,2025-02-20,Annual,Amex,Manual,Frequent,Drama,Smart TV,Low,6
2095,2096,Harry Scott,2002-09-15,Female,Rubiofort,2024-02-27,2025-02-26,Monthly,Mastercard,Manual,Regular,Comedy,Tablet,High,9
2096,2097,Alec Price,1950-01-28,Female,Valenzuelabury,2024-02-10,2025-02-09,Monthly,Mastercard,Manual,Regular,Romance,Smartphone,Medium,7
2097,2098,Javier Phillips,1996-11-25,Female,North Ericport,2024-01-11,2025-01-10,Monthly,Amex,Manual,Occasional,Drama,Smart TV,Medium,8
2098,2099,Sandra Mcclure,1999-01-02,Female,Monicastad,2024-03-05,2025-03-05,Annual,Mastercard,Manual,Regular,Action,Tablet,Low,6
2099,2100,Jessica Lam,1970-08-02,Female,Allisontown,2024-02-05,2025-02-04,Monthly,Amex,Manual,Occasional,Drama,Smart TV,Medium,4
2100,2101,James Hall,1960-08-08,Male,Kyleport,2024-04-06,2025-04-06,Annual,Amex,Auto-renew,Frequent,Horror,Tablet,High,9
2101,2102,Sergio Sanchez,2004-08-20,Female,Sylviaport,2024-03-19,2025-03-19,Annual,Visa,Manual,Frequent,Comedy,Smartphone,Medium,0
2102,2103,William Baker,1939-01-17,Female,West Shelbyfurt,2024-04-05,2025-04-05,Annual,Visa,Auto-renew,Regular,Documentary,Smartphone,Low,8
2103,2104,Nicole Gomez,1997-07-18,Female,Christinemouth,2024-01-26,2025-01-25,Monthly,Amex,Manual,Frequent,Horror,Smartphone,High,2
2104,2105,John Morrow,1977-07-01,Female,Port Robertmouth,2024-01-18,2025-01-17,Annual,Visa,Manual,Regular,Romance,Smart TV,Medium,9
2105,2106,Katherine Henderson,1981-10-08,Female,Lake Debraberg,2024-03-23,2025-03-23,Annual,Mastercard,Auto-renew,Regular,Action,Smart TV,Medium,0
2106,2107,Veronica Smith,1980-03-10,Male,Haroldbury,2024-01-18,2025-01-17,Annual,Visa,Manual,Regular,Romance,Smartphone,High,0
2107,2108,Ronnie Baker,1975-03-10,Female,Tiffanymouth,2024-01-14,2025-01-13,Monthly,Amex,Auto-renew,Occasional,Comedy,Smartphone,Low,5
2108,2109,Ashley Perkins,1973-11-03,Male,Mcclainchester,2024-03-12,2025-03-12,Annual,Amex,Auto-renew,Frequent,Comedy,Smart TV,Medium,2
2109,2110,Caleb Hill,1964-11-21,Female,Lake Erinshire,2024-03-19,2025-03-19,Monthly,Mastercard,Manual,Frequent,Comedy,Smart TV,High,4
2110,2111,Robert Carr,1966-07-19,Female,East Anne,2024-01-22,2025-01-21,Monthly,Amex,Manual,Frequent,Drama,Tablet,Medium,3
2111,2112,Nicholas Walker,1985-11-21,Female,West Erin,2024-02-01,2025-01-31,Monthly,Mastercard,Auto-renew,Occasional,Drama,Tablet,Low,10
2112,2113,Zachary Smith,1950-09-09,Female,Fletcherberg,2024-03-02,2025-03-02,Annual,Amex,Manual,Occasional,Drama,Tablet,Low,8
2113,2114,Leah Farrell,1933-05-07,Female,South Sue,2024-01-21,2025-01-20,Monthly,Amex,Manual,Occasional,Sci-Fi,Tablet,Medium,5
2114,2115,Heidi Yoder,1955-01-20,Female,Sharonton,2024-02-10,2025-02-09,Monthly,Mastercard,Manual,Regular,Drama,Smart TV,High,0
2115,2116,Gregory Perez,1999-12-13,Male,Port Morganhaven,2024-03-19,2025-03-19,Monthly,Amex,Manual,Frequent,Horror,Tablet,High,10
2116,2117,Tim Brown,1937-11-03,Female,Susanfurt,2024-02-15,2025-02-14,Monthly,Amex,Manual,Frequent,Comedy,Tablet,Medium,4
2117,2118,Michelle Foster DDS,1982-12-07,Male,Port Felicia,2024-03-09,2025-03-09,Annual,Visa,Auto-renew,Regular,Sci-Fi,Smart TV,High,5
2118,2119,Jose Garcia,1946-11-28,Male,West Garrettfort,2024-01-28,2025-01-27,Annual,Mastercard,Manual,Regular,Romance,Tablet,Medium,1
2119,2120,Richard Casey,1993-09-09,Female,East Stephanie,2024-03-04,2025-03-04,Annual,Amex,Auto-renew,Occasional,Documentary,Smart TV,Medium,7
2120,2121,Eileen Thomas,1962-08-01,Female,South Sheilafurt,2024-03-30,2025-03-30,Annual,Mastercard,Manual,Regular,Romance,Tablet,Medium,2
2121,2122,Rachel Herrera,1939-06-19,Female,East Carlafurt,2024-01-25,2025-01-24,Monthly,Amex,Auto-renew,Occasional,Horror,Smartphone,Low,3
2122,2123,Whitney Williams,1939-01-17,Male,West Carlamouth,2024-02-22,2025-02-21,Monthly,Mastercard,Manual,Frequent,Horror,Smart TV,Low,7
2123,2124,John Cooke,1986-12-13,Male,New Jenniferborough,2024-03-03,2025-03-03,Annual,Mastercard,Manual,Regular,Sci-Fi,Smart TV,Medium,6
2124,2125,Angela Atkins,1974-05-18,Male,Frederickview,2024-02-11,2025-02-10,Annual,Amex,Auto-renew,Regular,Documentary,Tablet,Low,0
2125,2126,Stephen Price,1983-10-04,Female,East John,2024-02-16,2025-02-15,Annual,Visa,Auto-renew,Frequent,Romance,Smartphone,Low,1
2126,2127,Luis Phillips,1940-03-01,Female,Kennethton,2024-03-27,2025-03-27,Annual,Mastercard,Auto-renew,Regular,Romance,Tablet,Medium,1
2127,2128,Juan Moody,1980-03-23,Male,Mcgeefort,2024-03-19,2025-03-19,Monthly,Amex,Auto-renew,Occasional,Documentary,Tablet,Medium,9
2128,2129,Lauren Wallace,1990-07-14,Male,Justinhaven,2024-03-19,2025-03-19,Annual,Mastercard,Manual,Regular,Documentary,Smartphone,High,10
2129,2130,Lisa Gay,1956-05-12,Male,North Michelle,2024-02-01,2025-01-31,Monthly,Visa,Manual,Regular,Sci-Fi,Smart TV,Low,4
2130,2131,Kevin Miller,1940-05-20,Male,Port Stephen,2024-01-06,2025-01-05,Monthly,Mastercard,Auto-renew,Frequent,Horror,Smartphone,High,5
2131,2132,Heather Powell,1983-09-24,Male,Rachelhaven,2024-03-28,2025-03-28,Annual,Amex,Manual,Frequent,Action,Smart TV,Medium,8
2132,2133,James Brown,1965-02-21,Female,Sharonmouth,2024-02-23,2025-02-22,Annual,Amex,Manual,Occasional,Romance,Tablet,Low,3
2133,2134,Lauren Stevenson,1934-05-27,Male,Johnsonland,2024-01-01,2024-12-31,Monthly,Visa,Auto-renew,Frequent,Romance,Smartphone,Medium,8
2134,2135,Kenneth Clark,1955-12-28,Male,Port Jamesfurt,2024-02-01,2025-01-31,Annual,Mastercard,Auto-renew,Regular,Documentary,Tablet,High,2
2135,2136,Christine Williams,1937-10-23,Female,Lake Melindamouth,2024-03-27,2025-03-27,Monthly,Visa,Auto-renew,Regular,Comedy,Smartphone,Low,1
2136,2137,Kevin Gonzalez,1947-11-16,Male,Cantushire,2024-01-20,2025-01-19,Annual,Visa,Auto-renew,Regular,Drama,Tablet,Medium,0
2137,2138,Dan Pennington,1997-10-23,Male,East Robert,2024-02-17,2025-02-16,Annual,Amex,Manual,Occasional,Sci-Fi,Smartphone,Low,4
2138,2139,Jason Smith,1965-06-01,Female,Lake Anitaland,2024-04-09,2025-04-09,Annual,Visa,Manual,Occasional,Horror,Smartphone,Medium,2
2139,2140,Brandi Johnson,1961-07-27,Female,New Malloryville,2024-03-04,2025-03-04,Monthly,Amex,Auto-renew,Occasional,Drama,Tablet,Low,3
2140,2141,Tiffany Lewis,1995-06-24,Female,Harmonton,2024-03-24,2025-03-24,Annual,Visa,Manual,Occasional,Romance,Smartphone,Low,1
2141,2142,Whitney Holden,1998-07-14,Female,Owensborough,2024-02-04,2025-02-03,Annual,Mastercard,Manual,Frequent,Horror,Smart TV,High,5
2142,2143,Melissa Nguyen,1999-10-01,Male,South Melindaton,2024-02-24,2025-02-23,Annual,Visa,Auto-renew,Frequent,Horror,Tablet,Medium,0
2143,2144,Anthony Jacobs,1990-08-12,Female,Lake Erik,2024-01-27,2025-01-26,Monthly,Amex,Manual,Frequent,Comedy,Smart TV,Medium,0
2144,2145,Anthony Fletcher,1987-02-02,Female,Hayesfurt,2024-02-21,2025-02-20,Annual,Amex,Manual,Regular,Action,Smart TV,Medium,0
2145,2146,Christopher Odonnell,1967-02-17,Male,West Robertburgh,2024-03-15,2025-03-15,Monthly,Visa,Auto-renew,Frequent,Horror,Smart TV,High,6
2146,2147,Benjamin Martinez,1950-01-07,Female,Gonzaleztown,2024-03-23,2025-03-23,Monthly,Visa,Manual,Frequent,Drama,Tablet,Low,4
2147,2148,William Navarro,1970-01-19,Female,East Alexandriafort,2024-01-25,2025-01-24,Annual,Visa,Manual,Regular,Action,Smart TV,Low,10
2148,2149,Allison Anderson,2003-12-03,Female,Bennettburgh,2024-04-04,2025-04-04,Annual,Amex,Auto-renew,Occasional,Drama,Smartphone,Medium,3
2149,2150,Donna Mcdonald,1998-07-22,Male,East Kristin,2024-03-28,2025-03-28,Annual,Mastercard,Auto-renew,Frequent,Horror,Smart TV,Medium,5
2150,2151,Jamie Thomas,1979-03-10,Female,East Jessica,2024-01-03,2025-01-02,Monthly,Mastercard,Auto-renew,Occasional,Action,Tablet,Medium,0
2151,2152,Ernest Moses,1995-07-28,Female,Andersonside,2024-01-03,2025-01-02,Annual,Visa,Auto-renew,Occasional,Action,Smart TV,High,0
2152,2153,Matthew Hanson,1994-10-13,Female,North Claytonburgh,2024-02-10,2025-02-09,Annual,Mastercard,Manual,Regular,Action,Smartphone,High,8
2153,2154,Veronica Kelley,1955-10-06,Male,Millerchester,2024-04-03,2025-04-03,Annual,Mastercard,Auto-renew,Regular,Documentary,Tablet,Low,10
2154,2155,Linda Reeves,1949-08-28,Female,Maryside,2024-01-29,2025-01-28,Annual,Mastercard,Manual,Occasional,Horror,Smartphone,Low,4
2155,2156,Christopher Mendoza,1984-01-10,Male,East Richard,2024-04-09,2025-04-09,Monthly,Visa,Auto-renew,Regular,Romance,Smart TV,Medium,3
2156,2157,Jesus Robertson,1966-11-09,Female,Lake Patriciamouth,2024-04-03,2025-04-03,Annual,Mastercard,Auto-renew,Frequent,Romance,Smartphone,Medium,4
2157,2158,Jamie Gilmore,1957-07-30,Male,South Kevin,2024-01-02,2025-01-01,Monthly,Mastercard,Manual,Regular,Drama,Tablet,Medium,7
2158,2159,James Collins,1946-09-19,Male,South Hannahfort,2024-02-04,2025-02-03,Monthly,Amex,Auto-renew,Regular,Action,Tablet,Low,1
2159,2160,Miss Mary Dunn,1937-04-10,Female,Joshuastad,2024-03-25,2025-03-25,Annual,Mastercard,Manual,Regular,Comedy,Smartphone,Medium,1
2160,2161,Brian Garner,1997-05-04,Female,East Derek,2024-03-06,2025-03-06,Annual,Visa,Auto-renew,Frequent,Action,Tablet,Medium,5
2161,2162,Rebecca Kennedy,1958-09-15,Female,Thomasville,2024-03-05,2025-03-05,Monthly,Visa,Manual,Regular,Drama,Smartphone,Low,7
2162,2163,Heather Rivera,1980-01-21,Female,Lake Jeffreychester,2024-04-10,2025-04-10,Monthly,Visa,Auto-renew,Frequent,Horror,Smartphone,High,3
2163,2164,Vanessa Harris,1956-01-26,Female,New Carolberg,2024-01-31,2025-01-30,Annual,Amex,Manual,Regular,Romance,Smart TV,High,5
2164,2165,Mr. Noah Hebert,1973-01-16,Female,Lake Edwin,2024-01-12,2025-01-11,Monthly,Visa,Manual,Occasional,Action,Smartphone,High,0
2165,2166,Jerry Clark,1958-02-22,Male,Sellersberg,2024-01-21,2025-01-20,Monthly,Mastercard,Auto-renew,Occasional,Romance,Tablet,Low,4
2166,2167,Kim James,1940-01-23,Male,Shawnmouth,2024-01-06,2025-01-05,Monthly,Amex,Manual,Frequent,Sci-Fi,Tablet,Low,6
2167,2168,April Long,2004-10-13,Female,North Sheri,2024-01-17,2025-01-16,Annual,Mastercard,Auto-renew,Frequent,Documentary,Smartphone,Low,0
2168,2169,Michael Johnson,1979-10-28,Male,South Patricktown,2024-04-05,2025-04-05,Annual,Mastercard,Manual,Frequent,Horror,Smart TV,Medium,0
2169,2170,Vincent Conner,1995-06-28,Female,Lake Davidbury,2024-01-31,2025-01-30,Monthly,Mastercard,Auto-renew,Occasional,Romance,Smart TV,Medium,8
2170,2171,Jordan Stephens,1988-08-11,Male,Elliottberg,2024-03-02,2025-03-02,Monthly,Mastercard,Auto-renew,Regular,Action,Tablet,High,10
2171,2172,Stefanie Robinson,1962-05-15,Male,North Maria,2024-03-24,2025-03-24,Annual,Amex,Manual,Regular,Drama,Smart TV,Low,10
2172,2173,Rachael Ramos,2002-09-30,Female,New Lisa,2024-01-26,2025-01-25,Annual,Visa,Auto-renew,Occasional,Documentary,Smart TV,Low,1
2173,2174,Jerry Romero,1967-07-19,Female,New Jenniferberg,2024-02-20,2025-02-19,Monthly,Mastercard,Manual,Regular,Comedy,Smart TV,Medium,10
2174,2175,Joe Buchanan,1989-12-03,Male,East Rebecca,2024-04-02,2025-04-02,Monthly,Amex,Manual,Frequent,Documentary,Smartphone,Medium,0
2175,2176,Richard Martinez,1939-10-13,Female,North Joshuaburgh,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Frequent,Action,Smartphone,High,8
2176,2177,Stephen Shaw,1942-09-13,Female,West Brandiside,2024-01-27,2025-01-26,Monthly,Mastercard,Auto-renew,Occasional,Action,Smartphone,Medium,5
2177,2178,Meghan Martin,1935-02-15,Female,Kennedyborough,2024-03-09,2025-03-09,Annual,Mastercard,Manual,Regular,Horror,Tablet,Low,2
2178,2179,Ann Page,1974-03-21,Male,Emilyton,2024-04-12,2025-04-12,Monthly,Amex,Auto-renew,Regular,Action,Tablet,Medium,7
2179,2180,Vanessa Williams,1976-08-25,Female,Port Johnview,2024-02-09,2025-02-08,Monthly,Mastercard,Auto-renew,Frequent,Documentary,Smartphone,Low,5
2180,2181,Alexander Harris,1998-09-10,Male,Henryburgh,2024-01-28,2025-01-27,Annual,Visa,Auto-renew,Regular,Comedy,Smart TV,Low,4
2181,2182,Henry Campbell,1984-10-09,Male,Waltersbury,2024-04-14,2025-04-14,Monthly,Visa,Manual,Frequent,Horror,Smart TV,Low,9
2182,2183,Heather Williams,1983-05-12,Female,Lake Jacqueline,2024-03-08,2025-03-08,Monthly,Visa,Manual,Regular,Action,Smart TV,Low,1
2183,2184,Robert Davis,1966-06-28,Male,North Kristinahaven,2024-03-12,2025-03-12,Monthly,Mastercard,Manual,Frequent,Action,Tablet,Medium,10
2184,2185,Shannon Conner,1966-11-24,Male,North Tiffany,2024-03-29,2025-03-29,Annual,Visa,Auto-renew,Regular,Comedy,Smartphone,Low,8
2185,2186,Charles Edwards,1963-10-04,Female,Port Sethhaven,2024-03-12,2025-03-12,Annual,Amex,Manual,Frequent,Documentary,Smartphone,Medium,3
2186,2187,Jeff Evans,1939-04-07,Female,East Sarahstad,2024-01-03,2025-01-02,Annual,Amex,Auto-renew,Frequent,Documentary,Smart TV,High,0
2187,2188,Jill White,1947-02-07,Male,Lake Mark,2024-02-16,2025-02-15,Monthly,Visa,Auto-renew,Regular,Action,Smart TV,High,0
2188,2189,Tracey Mora,1952-12-26,Female,Stevenport,2024-01-12,2025-01-11,Annual,Mastercard,Auto-renew,Frequent,Romance,Smartphone,Medium,0
2189,2190,Brent Young,1946-12-14,Male,North Timchester,2024-04-08,2025-04-08,Annual,Amex,Manual,Regular,Drama,Smartphone,Low,8
2190,2191,David Wood,1991-03-24,Male,Harrisonton,2024-01-12,2025-01-11,Monthly,Visa,Manual,Occasional,Documentary,Smart TV,High,7
2191,2192,Shawn Carter,1933-07-08,Male,Oliviachester,2024-03-13,2025-03-13,Monthly,Amex,Manual,Occasional,Documentary,Tablet,High,3
2192,2193,Daniel Maldonado,1996-04-05,Female,Lake Deanmouth,2024-01-02,2025-01-01,Monthly,Amex,Manual,Frequent,Action,Smartphone,Medium,9
2193,2194,Tyler Taylor,2004-12-17,Male,Lake Jerry,2024-01-10,2025-01-09,Monthly,Visa,Auto-renew,Regular,Horror,Smartphone,Low,5
2194,2195,Elizabeth Carter,1968-08-14,Female,Aaronstad,2024-02-18,2025-02-17,Annual,Amex,Auto-renew,Regular,Romance,Smartphone,High,3
2195,2196,Kevin Galloway,1981-10-04,Male,Cochranville,2024-03-21,2025-03-21,Monthly,Amex,Auto-renew,Occasional,Documentary,Smartphone,Low,3
2196,2197,Donna Castillo,1978-03-27,Male,Reedport,2024-04-14,2025-04-14,Monthly,Mastercard,Manual,Occasional,Romance,Smartphone,Low,6
2197,2198,Jennifer Hamilton,1996-01-22,Male,North Richard,2024-03-29,2025-03-29,Monthly,Mastercard,Auto-renew,Occasional,Action,Tablet,Medium,8
2198,2199,Willie Bennett,1947-05-12,Male,South Toddborough,2024-04-09,2025-04-09,Monthly,Mastercard,Auto-renew,Regular,Romance,Tablet,High,8
2199,2200,Susan Knight,1988-07-18,Male,Hensonchester,2024-02-20,2025-02-19,Annual,Amex,Manual,Occasional,Drama,Smartphone,High,8
2200,2201,Joseph Drake,1965-07-28,Male,Lake Kimberly,2024-04-12,2025-04-12,Monthly,Amex,Auto-renew,Regular,Romance,Smartphone,Medium,5
2201,2202,Gina Carey,1952-02-07,Male,North Eric,2024-03-10,2025-03-10,Monthly,Visa,Manual,Frequent,Drama,Smart TV,High,0
2202,2203,Jessica King,1992-08-12,Female,Hunterburgh,2024-03-27,2025-03-27,Monthly,Mastercard,Auto-renew,Regular,Comedy,Tablet,Medium,6
2203,2204,Christopher Oliver,1969-02-11,Female,Davidshire,2024-02-27,2025-02-26,Annual,Amex,Manual,Frequent,Comedy,Tablet,High,5
2204,2205,Beth Johnson,2000-11-13,Female,Jessicabury,2024-04-09,2025-04-09,Annual,Amex,Auto-renew,Regular,Sci-Fi,Smart TV,Medium,3
2205,2206,Jonathan Dixon,1976-06-17,Female,Lake Brittanyhaven,2024-02-22,2025-02-21,Monthly,Mastercard,Manual,Regular,Action,Smartphone,High,6
2206,2207,Jennifer King,2002-12-31,Female,North James,2024-03-12,2025-03-12,Monthly,Mastercard,Manual,Occasional,Sci-Fi,Smartphone,High,5
2207,2208,Tina Burke,1964-10-03,Female,Christineberg,2024-03-04,2025-03-04,Annual,Visa,Manual,Regular,Documentary,Smartphone,High,1
2208,2209,Mary Dunn,1959-12-30,Female,Port Brandonfort,2024-03-25,2025-03-25,Annual,Visa,Manual,Frequent,Documentary,Smart TV,Low,10
2209,2210,Jacob Mitchell,2001-01-05,Male,Lopezfurt,2024-02-09,2025-02-08,Monthly,Mastercard,Auto-renew,Frequent,Comedy,Smartphone,Low,8
2210,2211,Jennifer Watts,1933-06-07,Female,Hernandezfurt,2024-03-13,2025-03-13,Monthly,Amex,Manual,Regular,Sci-Fi,Tablet,Medium,8
2211,2212,Shirley Salazar,1995-03-04,Male,Derekmouth,2024-02-03,2025-02-02,Annual,Mastercard,Auto-renew,Regular,Documentary,Tablet,High,10
2212,2213,Kayla Kelley,1992-07-18,Male,Robinsonville,2024-01-02,2025-01-01,Annual,Mastercard,Manual,Occasional,Comedy,Tablet,High,6
2213,2214,Eric Moore,1983-09-13,Male,Amberfurt,2024-01-23,2025-01-22,Annual,Mastercard,Auto-renew,Regular,Action,Tablet,High,0
2214,2215,Darren Hall,1981-01-01,Male,Cummingsfort,2024-02-06,2025-02-05,Monthly,Amex,Auto-renew,Regular,Romance,Tablet,Medium,1
2215,2216,Ralph Norris,1991-01-14,Male,New Jennifer,2024-02-10,2025-02-09,Monthly,Amex,Manual,Regular,Sci-Fi,Smartphone,Medium,4
2216,2217,Mr. John Jimenez,1958-08-10,Female,Stanleyview,2024-01-30,2025-01-29,Monthly,Mastercard,Manual,Regular,Romance,Tablet,Low,8
2217,2218,Sydney Williamson,1971-02-09,Male,East Andrew,2024-01-24,2025-01-23,Monthly,Mastercard,Manual,Regular,Comedy,Smartphone,High,5
2218,2219,Martin Berg,1945-06-29,Male,North Ivanville,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Regular,Documentary,Smart TV,Low,9
2219,2220,David Lam,1955-02-06,Male,Combsfurt,2024-02-03,2025-02-02,Monthly,Visa,Manual,Occasional,Romance,Tablet,Medium,10
2220,2221,Tammie Gonzalez,1990-01-04,Female,Georgeside,2024-02-26,2025-02-25,Annual,Visa,Auto-renew,Regular,Drama,Smartphone,Low,3
2221,2222,Rhonda Fitzpatrick,1951-01-20,Male,Williamsstad,2024-02-27,2025-02-26,Annual,Visa,Manual,Frequent,Horror,Tablet,Low,7
2222,2223,Andrew Kim,1989-12-27,Female,Johnsonville,2024-01-26,2025-01-25,Annual,Amex,Auto-renew,Regular,Horror,Smartphone,High,6
2223,2224,Amy Simmons,1994-12-31,Female,Port Mauriceberg,2024-04-05,2025-04-05,Monthly,Amex,Manual,Frequent,Horror,Smart TV,Medium,0
2224,2225,Benjamin Stafford,1958-02-13,Male,Wilkinsville,2024-01-07,2025-01-06,Monthly,Visa,Manual,Occasional,Romance,Tablet,Low,7
2225,2226,Christopher Conway,1948-12-26,Male,Robbinsborough,2024-04-02,2025-04-02,Annual,Mastercard,Manual,Frequent,Action,Smart TV,Low,9
2226,2227,Paul Castillo,1984-09-13,Male,Johnsonfort,2024-01-27,2025-01-26,Monthly,Mastercard,Manual,Occasional,Action,Tablet,Low,4
2227,2228,Carrie Aguilar,2002-04-11,Male,West Shanefort,2024-03-22,2025-03-22,Monthly,Amex,Auto-renew,Occasional,Romance,Tablet,High,1
2228,2229,Jason Rivera,1972-09-09,Male,Walkerport,2024-01-30,2025-01-29,Annual,Amex,Manual,Frequent,Sci-Fi,Tablet,High,3
2229,2230,Allison Shaw,1969-08-20,Male,East Stephenstad,2024-04-06,2025-04-06,Monthly,Amex,Auto-renew,Regular,Comedy,Smart TV,High,0
2230,2231,Theresa Parks,1981-09-17,Female,Cassandraview,2024-02-24,2025-02-23,Annual,Amex,Auto-renew,Frequent,Documentary,Smartphone,Low,6
2231,2232,Bailey Williams,1984-10-19,Male,Maryview,2024-04-01,2025-04-01,Annual,Mastercard,Auto-renew,Regular,Action,Smartphone,Low,6
2232,2233,David Craig,1992-08-10,Female,Stewartton,2024-03-31,2025-03-31,Annual,Mastercard,Auto-renew,Occasional,Horror,Smartphone,Medium,4
2233,2234,Alicia Fitzgerald MD,1960-11-19,Male,North Virginia,2024-02-27,2025-02-26,Annual,Visa,Auto-renew,Frequent,Action,Smartphone,Low,4
2234,2235,Rhonda Brown,1996-09-23,Female,Lake Michaelmouth,2024-02-10,2025-02-09,Annual,Mastercard,Auto-renew,Frequent,Action,Smartphone,High,4
2235,2236,Taylor Schultz,2003-06-18,Male,Nguyenport,2024-04-10,2025-04-10,Annual,Mastercard,Auto-renew,Regular,Sci-Fi,Smartphone,Medium,4
2236,2237,Angel Sanders,1981-11-08,Male,Wendymouth,2024-03-22,2025-03-22,Monthly,Mastercard,Auto-renew,Frequent,Horror,Smartphone,High,9
2237,2238,John Kirk,1965-05-22,Male,New Annaton,2024-02-20,2025-02-19,Annual,Visa,Manual,Occasional,Action,Tablet,High,10
2238,2239,Jeffrey Ramirez,1997-11-28,Female,Nealmouth,2024-01-28,2025-01-27,Annual,Visa,Manual,Regular,Documentary,Tablet,High,9
2239,2240,Brittney Patton,1935-01-17,Male,Perryfort,2024-03-20,2025-03-20,Annual,Mastercard,Auto-renew,Regular,Horror,Tablet,High,2
2240,2241,Michael Garza,1991-01-07,Male,Morenoborough,2024-03-22,2025-03-22,Annual,Mastercard,Manual,Occasional,Romance,Tablet,Medium,3
2241,2242,James Perez,1946-03-30,Male,Huertastad,2024-01-05,2025-01-04,Monthly,Mastercard,Manual,Frequent,Horror,Tablet,Low,3
2242,2243,James Bryant,1999-12-03,Female,Port Mary,2024-01-30,2025-01-29,Monthly,Amex,Manual,Regular,Horror,Smartphone,High,6
2243,2244,Linda Hayes,1952-01-20,Female,Karenstad,2024-03-07,2025-03-07,Monthly,Mastercard,Manual,Regular,Romance,Smartphone,Medium,1
2244,2245,Daniel Morgan,2002-07-21,Male,South Joseph,2024-02-20,2025-02-19,Annual,Amex,Auto-renew,Occasional,Documentary,Smartphone,High,1
2245,2246,Richard Monroe,1985-12-03,Male,Jenniferburgh,2024-01-26,2025-01-25,Annual,Amex,Manual,Regular,Action,Smartphone,Medium,3
2246,2247,Tiffany Norton,1935-10-19,Male,Zimmermanshire,2024-03-15,2025-03-15,Annual,Visa,Auto-renew,Occasional,Action,Smartphone,High,10
2247,2248,Timothy Pierce,1977-06-07,Male,North Daniel,2024-01-08,2025-01-07,Monthly,Mastercard,Manual,Occasional,Horror,Smartphone,Low,10
2248,2249,Jennifer Potts,1937-08-27,Male,Port Jenniferberg,2024-03-12,2025-03-12,Monthly,Amex,Manual,Occasional,Romance,Smart TV,Low,6
2249,2250,Jeffrey Erickson,1995-04-02,Male,Lake Angelaside,2024-03-19,2025-03-19,Annual,Visa,Auto-renew,Occasional,Comedy,Tablet,Low,0
2250,2251,Heather Williams,1979-02-20,Male,North Kara,2024-01-12,2025-01-11,Monthly,Mastercard,Auto-renew,Frequent,Documentary,Tablet,Medium,1
2251,2252,Susan Wheeler,1993-03-21,Female,New Meganberg,2024-03-15,2025-03-15,Monthly,Mastercard,Auto-renew,Regular,Horror,Smartphone,Medium,0
2252,2253,Sarah Becker,1976-01-13,Female,Thomasside,2024-02-20,2025-02-19,Annual,Amex,Auto-renew,Frequent,Horror,Smartphone,Low,4
2253,2254,James Hernandez,1949-03-02,Male,East Matthewhaven,2024-01-18,2025-01-17,Monthly,Amex,Auto-renew,Occasional,Comedy,Tablet,Low,5
2254,2255,Alejandro Schneider,1999-01-24,Male,Bryanfurt,2024-03-01,2025-03-01,Annual,Mastercard,Manual,Regular,Comedy,Smart TV,Medium,6
2255,2256,Valerie Wagner,1944-04-21,Male,West Dana,2024-03-29,2025-03-29,Monthly,Mastercard,Manual,Frequent,Action,Smart TV,Medium,6
2256,2257,Frank Lee,1980-12-06,Male,Danielfort,2024-01-27,2025-01-26,Monthly,Mastercard,Manual,Occasional,Documentary,Smartphone,Medium,1
2257,2258,Rodney Brown,1943-03-06,Female,Annaland,2024-03-12,2025-03-12,Annual,Visa,Auto-renew,Regular,Drama,Smart TV,Medium,1
2258,2259,Melissa Lopez,1951-12-03,Female,West Douglas,2024-03-14,2025-03-14,Monthly,Mastercard,Manual,Occasional,Romance,Smart TV,High,8
2259,2260,Amber Harris,1976-03-15,Male,Heathershire,2024-03-17,2025-03-17,Monthly,Mastercard,Manual,Regular,Sci-Fi,Tablet,Medium,8
2260,2261,Anthony Hester,1986-05-12,Male,Port Denisemouth,2024-03-21,2025-03-21,Monthly,Mastercard,Manual,Occasional,Horror,Smartphone,Medium,5
2261,2262,Juan Smith,1973-06-20,Female,Lake Angel,2024-01-12,2025-01-11,Monthly,Visa,Manual,Regular,Action,Tablet,Medium,5
2262,2263,Hayley Dean,1953-04-19,Female,Brooksborough,2024-01-21,2025-01-20,Monthly,Amex,Manual,Regular,Horror,Tablet,High,8
2263,2264,Tiffany Baker,1989-02-04,Male,New Jamie,2024-01-28,2025-01-27,Monthly,Amex,Manual,Occasional,Horror,Smart TV,High,1
2264,2265,Angelica Randall,1935-04-22,Female,New Thomasmouth,2024-01-22,2025-01-21,Monthly,Visa,Manual,Frequent,Romance,Smartphone,Medium,5
2265,2266,Jacob Martinez,1979-01-06,Male,Briannafort,2024-01-22,2025-01-21,Monthly,Amex,Auto-renew,Occasional,Romance,Smartphone,Medium,3
2266,2267,Christopher Moreno,1987-09-20,Female,Amyport,2024-02-08,2025-02-07,Monthly,Visa,Auto-renew,Regular,Sci-Fi,Tablet,High,7
